iter	Passed	Remaining
198	5040	7623
199	5065	7597
200	5089	7571
201	5116	7548
202	5141	7522
203	5167	7498
204	5192	7471
205	5218	7447
206	5242	7420
207	5267	7395
208	5284	7357
209	5309	7332
210	5335	7307
211	5360	7282
212	5385	7256
213	5402	7219
214	5426	7192
215	5450	7165
216	5473	7138
217	5497	7111
218	5522	7085
219	5547	7060
220	5560	7020
221	5584	6993
222	5594	6948
223	5618	6922
224	5647	6901
225	5671	6876
226	5701	6856
227	5710	6812
228	5734	6786
229	5759	6760
230	5784	6735
231	5809	6710
232	5834	6685
233	5859	6660
234	5885	6636
235	5910	6612
236	5937	6589
237	5962	6563
238	5988	6539
239	6015	6516
240	6040	6491
241	6065	6466
242	6091	6442
243	6115	6416
244	6139	6390
245	6149	6349
246	6174	6324
247	6198	6298
248	6224	6274
249	6248	6248
250	6274	6224
251	6282	6182
252	6307	6158
253	6333	6133
254	6358	6108
255	6383	6083
256	6408	6059
257	6433	6034
258	6458	6009
259	6484	5985
260	6508	5960
261	6533	5935
262	6558	5909
263	6582	5884
264	6607	5859
265	6636	5837
266	6646	5800
267	6672	5775
268	6696	5750
269	6724	5728
270	6749	5703
271	6773	5677
272	6798	5652
273	6807	5614
274	6831	5589
275	6857	5565
276	6891	5547
277	6914	5522
278	6940	5498
279	6965	5472
280	6990	5447
281	7013	5421
282	7039	5397
283	7063	5372
284	7089	5348
285	7115	5323
286	7139	5298
287	7164	5273
288	7177	5240
289	7200	5214
290	7226	5190
291	7235	5154
292	7260	5129
293	7306	5119
294	7339	5100
295	7375	5082
296	7404	5061
297	7429	5036
298	7455	5011
299	7478	4985
300	7504	4961
301	7529	4936
302	7555	4912
303	7579	4886
304	7604	4862
305	7613	4826
306	7641	4804
307	7665	4778
308	7690	4753
309	7699	4718
310	7723	4693
311	7748	4669
312	7774	4644
313	7799	4620
314	7823	4594
315	7856	4574
316	7891	4555
317	7920	4533
318	7945	4508
319	7955	4474
320	7978	4449
321	8002	4424
322	8027	4399
323	8052	4374
324	8075	4348
325	8101	4324
326	8129	4300
327	8157	4277
328	8182	4252
329	8213	4230
330	8240	4207
331	8267	4183
332	8296	4160
333	8322	4136
334	8349	4112
335	8374	4087
336	8399	4062
337	8424	4037
338	8449	4012
339	8474	3987
340	8498	3962
341	8523	3937
342	8548	3912
343	8573	3888
344	8599	3863
345	8628	3840
346	8654	3815
347	8678	3790
348	8703	3765
349	8728	3740
350	8754	3716
351	8779	3691
352	8804	3666
353	8828	3641
354	8853	3616
355	8878	3591
356	8903	3566
357	8929	3541
358	8956	3517
359	8983	3493
360	9007	3468
361	9033	3443
362	9059	3419
363	9083	3393
364	9106	3368
365	9131	3343
366	9156	3318
367	9180	3293
368	9205	3268
369	9230	3243
370	9255	3218
371	9280	3193
372	9305	3168
373	9330	3143
374	9356	3118
375	9380	3093
376	9407	3069
377	9431	3044
378	9455	3018
379	9479	2993
380	9504	2968
381	9530	2944
382	9554	2918
383	9578	2893
384	9604	2868
385	9637	2846
386	9662	2821
387	9687	2796
388	9711	2771
389	9736	2746
390	9761	2721
391	9786	2696
392	9810	2670
393	9834	2645
394	9859	2620
395	9883	2595
396	9907	2570
397	9932	2545
398	9957	2520
399	9982	2495
400	10007	2470
401	10044	2448
402	10069	2423
403	10095	2398
404	10119	2373
405	10143	2348
406	10168	2323
407	10193	2298
408	10217	2273
409	10241	2248
410	10266	2223
411	10291	2198
412	10317	2173
413	10342	2148
414	10369	2123
415	10395	2099
416	10420	2074
417	10447	2049
418	10473	2024
419	10499	1999
420	10524	1974
421	10549	1949
422	10574	1924
423	10599	1899
424	10628	1875
425	10654	1850
426	10677	1825
427	10701	1800
428	10727	1775
429	10752	1750
430	10777	1725
431	10803	1700
432	10828	1675
433	10855	1650
434	10881	1625
435	10904	1600
436	10931	1575
437	10954	1550
438	10977	1525
439	11002	1500
440	11026	1475
441	11050	1450
442	11076	1425
443	11101	1400
444	11127	1375
445	11151	1350
446	11176	1325
447	11201	1300
448	11225	1275
449	11251	1250
450	11277	1225
451	11303	1200
452	11327	1175
453	11351	1150
454	11377	1125
455	11401	1100
456	11425	1075
457	11453	1050
458	11478	1025
459	11502	1000
460	11527	975
461	11552	950
462	11578	925
463	11603	900
464	11632	875
465	11657	850
466	11683	825
467	11708	800
468	11732	775
469	11755	750
470	11782	725
471	11808	700
472	11833	675
473	11857	650
474	11881	625
475	11908	600
476	11931	575
477	11953	550
478	11978	525
479	12002	500
480	12026	475
481	12052	450
482	12077	425
483	12101	400
484	12127	375
485	12154	350
486	12177	325
487	12203	300
488	12227	275
489	12251	250
490	12277	225
491	12300	200
492	12325	175
493	12349	149
494	12375	125
495	12400	100
496	12425	75
497	12450	50
498	12477	25
499	12501	0
