iter	RMSE
199	2.776770159
200	2.769350084
201	2.764142588
202	2.757777779
203	2.751535935
204	2.744635025
205	2.731589534
206	2.724696256
207	2.717509635
208	2.717141228
209	2.709164265
210	2.702624723
211	2.698430195
212	2.690393798
213	2.689135586
214	2.670803518
215	2.665287984
216	2.658852971
217	2.653638914
218	2.648203255
219	2.636141155
220	2.635898639
221	2.632147746
222	2.631913163
223	2.630379424
224	2.626719278
225	2.622760572
226	2.619831442
227	2.619611471
228	2.609007055
229	2.602693597
230	2.597098281
231	2.589380883
232	2.58361478
233	2.574135338
234	2.563108634
235	2.560412924
236	2.549683755
237	2.546279733
238	2.536597471
239	2.533564072
240	2.523385644
241	2.5208201
242	2.516202929
243	2.513028401
244	2.510583371
245	2.510351342
246	2.507514946
247	2.50455905
248	2.499555984
249	2.496317655
250	2.487718048
251	2.487557011
252	2.480225858
253	2.475177775
254	2.46832816
255	2.464582497
256	2.454517763
257	2.450500425
258	2.448045561
259	2.440043078
260	2.437092681
261	2.427088223
262	2.421760499
263	2.412536751
264	2.409636003
265	2.405149334
266	2.405015809
267	2.403469554
268	2.401630935
269	2.393490033
270	2.386931042
271	2.383602898
272	2.379257921
273	2.379134781
274	2.373046401
275	2.369317015
276	2.362460476
277	2.354356469
278	2.35039984
279	2.347225733
280	2.343175421
281	2.338608275
282	2.335029973
283	2.331362898
284	2.328051292
285	2.325826708
286	2.32438433
287	2.319202439
288	2.319097821
289	2.314234357
290	2.312193304
291	2.312093419
292	2.307439087
293	2.304055808
294	2.298305278
295	2.295780975
296	2.289517616
297	2.285868594
298	2.28327133
299	2.281652924
300	2.27414128
301	2.271720561
302	2.265212183
303	2.26063283
304	2.254976636
305	2.254890192
306	2.252347386
307	2.247796241
308	2.242199938
309	2.242118
310	2.241835693
311	2.236618107
312	2.233922802
313	2.228249441
314	2.224356427
315	2.216007119
316	2.211768257
317	2.208986813
318	2.205902307
319	2.205828978
320	2.201300802
321	2.196193221
322	2.190765885
323	2.185814593
324	2.183601354
325	2.179290291
326	2.175158186
327	2.169065522
328	2.166663376
329	2.165758447
330	2.164137081
331	2.162345455
332	2.159033658
333	2.157302417
334	2.150107735
335	2.146634596
336	2.144450218
337	2.140060125
338	2.136702083
339	2.134556416
340	2.131548033
341	2.124977011
342	2.122625019
343	2.120563632
344	2.11364441
345	2.111838182
346	2.109281356
347	2.107147356
348	2.10386323
349	2.101214274
350	2.097583717
351	2.095936569
352	2.093761993
353	2.092657816
354	2.091384553
355	2.089736583
356	2.087575249
357	2.086289325
358	2.085033087
359	2.082359091
360	2.080829451
361	2.078422262
362	2.07578321
363	2.073567056
364	2.071620197
365	2.070077486
366	2.068570007
367	2.065428045
368	2.061896196
369	2.06065318
370	2.057539896
371	2.056638175
372	2.05361602
373	2.051265687
374	2.049239593
375	2.046169816
376	2.043850012
377	2.038875649
378	2.036002297
379	2.033428972
380	2.032571396
381	2.030154746
382	2.0278944
383	2.024639439
384	2.023492181
385	2.018371775
386	2.014659685
387	2.009771837
388	2.006880718
389	2.004619404
390	2.002941001
391	2.000372773
392	1.998245278
393	1.996598617
394	1.994580153
395	1.992566949
396	1.987071953
397	1.984936768
398	1.982266752
399	1.979352619
400	1.977666062
401	1.97437553
402	1.97225304
403	1.970091351
404	1.96918258
405	1.966665217
406	1.965910859
407	1.964983953
408	1.96042196
409	1.957971399
410	1.955355642
411	1.952871795
412	1.950412432
413	1.948985764
414	1.948286888
415	1.946087323
416	1.943684952
417	1.939247662
418	1.935529963
419	1.932977444
420	1.926394211
421	1.921458234
422	1.918973989
423	1.917194696
424	1.911377085
425	1.908397076
426	1.902850647
427	1.89883923
428	1.896817706
429	1.896019879
430	1.893814639
431	1.891900446
432	1.891125725
433	1.889964012
434	1.886309987
435	1.881976501
436	1.879578867
437	1.875862206
438	1.873791275
439	1.867938854
440	1.86442971
441	1.863829692
442	1.8600516
443	1.859345351
444	1.857047867
445	1.855579938
446	1.851791197
447	1.85004217
448	1.845853648
449	1.842105097
450	1.840043003
451	1.839459551
452	1.837300335
453	1.835113059
454	1.833449392
455	1.831430222
456	1.828104658
457	1.826409255
458	1.824719731
459	1.823012593
460	1.82177351
461	1.818117258
462	1.816191919
463	1.811498139
464	1.808014645
465	1.806942995
466	1.802607566
467	1.801458112
468	1.799917878
469	1.79640061
470	1.794956482
471	1.790623679
472	1.79013889
473	1.789082838
474	1.7860842
475	1.784020913
476	1.782944903
477	1.781497098
478	1.778587041
479	1.775301808
480	1.771475071
481	1.768978774
482	1.766631437
483	1.762151983
484	1.761015343
485	1.756217228
486	1.75473191
487	1.75433762
488	1.753248191
489	1.750288588
490	1.746164133
491	1.744817187
492	1.742145589
493	1.739617722
494	1.735156735
495	1.733496908
496	1.732432268
497	1.731957505
498	1.730734972
499	1.730524833
