iter	RMSE
216	2.706815321
217	2.703316129
218	2.699133533
219	2.691114866
220	2.687109561
221	2.683669591
222	2.680276814
223	2.670533512
224	2.666891574
225	2.662103456
226	2.656018334
227	2.653365464
228	2.649892156
229	2.640525861
230	2.635700644
231	2.634313121
232	2.626510655
233	2.623308507
234	2.613997571
235	2.606255937
236	2.592035775
237	2.588244529
238	2.584200076
239	2.574722097
240	2.570380411
241	2.566671095
242	2.566164076
243	2.561767265
244	2.556660412
245	2.552764599
246	2.549542738
247	2.546561868
248	2.542929214
249	2.53957264
250	2.539052229
251	2.536657112
252	2.536477991
253	2.534915161
254	2.532479164
255	2.524372186
256	2.52049436
257	2.518696595
258	2.51474865
259	2.506743555
260	2.498249684
261	2.493167262
262	2.485465383
263	2.485308918
264	2.483042837
265	2.480617294
266	2.478600011
267	2.470717133
268	2.470567862
269	2.465439405
270	2.458943622
271	2.458786655
272	2.453608194
273	2.451163766
274	2.449645433
275	2.446767165
276	2.438892404
277	2.435800173
278	2.435197508
279	2.433553518
280	2.430704537
281	2.418010748
282	2.417881207
283	2.417753625
284	2.414860761
285	2.412215141
286	2.412092706
287	2.411972361
288	2.40878693
289	2.40477215
290	2.401622842
291	2.399783085
292	2.393278573
293	2.389254388
294	2.386548173
295	2.386438957
296	2.380987198
297	2.373759062
298	2.37183578
299	2.371729456
300	2.368109908
301	2.362805078
302	2.353974548
303	2.348555551
304	2.345567173
305	2.343236186
306	2.338098412
307	2.333867778
308	2.333771201
309	2.330347169
310	2.326352176
311	2.324917332
312	2.322879517
313	2.322784748
314	2.316270478
315	2.310167157
316	2.308701917
317	2.306929223
318	2.305149439
319	2.297079003
320	2.294026967
321	2.29220787
322	2.289678193
323	2.286882443
324	2.285024632
325	2.284939887
326	2.278412307
327	2.269537634
328	2.261837179
329	2.259296262
330	2.253481721
331	2.248273728
332	2.245069839
333	2.242211469
334	2.237005031
335	2.23450299
336	2.230907773
337	2.230133687
338	2.230058972
339	2.222621656
340	2.21795318
341	2.215017673
342	2.212885416
343	2.211133888
344	2.20860851
345	2.206941186
346	2.204630786
347	2.200002396
348	2.197383476
349	2.196048466
350	2.191137
351	2.189810999
352	2.187940942
353	2.185687322
354	2.184186811
355	2.181996242
356	2.177378392
357	2.175347544
358	2.168001328
359	2.167098442
360	2.166586728
361	2.165523463
362	2.161079011
363	2.157812656
364	2.155013751
365	2.152258502
366	2.148525795
367	2.147231662
368	2.14467749
369	2.142431574
370	2.141172359
371	2.137883441
372	2.136800155
373	2.135700878
374	2.132246282
375	2.1300683
376	2.127992726
377	2.124926856
378	2.120765638
379	2.119153428
380	2.117563694
381	2.116391065
382	2.115741851
383	2.10594111
384	2.105130801
385	2.101704647
386	2.098080766
387	2.095467223
388	2.092657977
389	2.091160755
390	2.088942355
391	2.087927841
392	2.08766121
393	2.08621703
394	2.08317839
395	2.080262339
396	2.077377789
397	2.076024362
398	2.075105432
399	2.072258307
400	2.0697651
401	2.068678912
402	2.063290744
403	2.059862365
404	2.057467573
405	2.05598747
406	2.055346267
407	2.051961601
408	2.048255315
409	2.046407885
410	2.044501887
411	2.042756791
412	2.039482423
413	2.037589773
414	2.036291702
415	2.035040094
416	2.029053306
417	2.025974358
418	2.02353294
419	2.022300915
420	2.020517225
421	2.01870216
422	2.016165092
423	2.014010372
424	2.009332738
425	2.008386407
426	2.007238676
427	2.005598293
428	2.004180134
429	2.000692103
430	1.999621308
431	1.997298809
432	1.990491326
433	1.984049996
434	1.982514657
435	1.980783281
436	1.978866206
437	1.977503342
438	1.975809167
439	1.975065603
440	1.973690986
441	1.971493844
442	1.969200996
443	1.966976897
444	1.965330882
445	1.958489934
446	1.958163471
447	1.956666384
448	1.954972242
449	1.949980162
450	1.949012749
451	1.943778264
452	1.941908067
453	1.940896704
454	1.939920925
455	1.938365334
456	1.934417211
457	1.933129605
458	1.932695111
459	1.932175967
460	1.930733073
461	1.929393054
462	1.926702989
463	1.926034813
464	1.925101036
465	1.923925765
466	1.917486271
467	1.913102971
468	1.911652082
469	1.908273109
470	1.906999528
471	1.906041603
472	1.904634909
473	1.903111727
474	1.900293221
475	1.898978
476	1.895651579
477	1.892284089
478	1.891244974
479	1.8900847
480	1.889094701
481	1.888120601
482	1.884806615
483	1.883719455
484	1.877681323
485	1.877024864
486	1.872175678
487	1.871949572
488	1.868650619
489	1.868387801
490	1.866433603
491	1.862886842
492	1.859542305
493	1.857489508
494	1.856709805
495	1.856356696
496	1.853115363
497	1.851233476
498	1.848372615
499	1.847984234
