iter	Passed	Remaining
365	9175	3359
366	9201	3334
367	9225	3309
368	9250	3284
369	9275	3259
370	9299	3233
371	9324	3208
372	9349	3183
373	9375	3158
374	9400	3133
375	9424	3108
376	9449	3082
377	9473	3057
378	9498	3032
379	9524	3007
380	9549	2982
381	9574	2957
382	9604	2934
383	9630	2909
384	9655	2884
385	9686	2860
386	9718	2837
387	9748	2813
388	9776	2789
389	9802	2764
390	9828	2739
391	9854	2715
392	9880	2690
393	9906	2665
394	9931	2639
395	9955	2614
396	9980	2589
397	10004	2564
398	10029	2538
399	10053	2513
400	10078	2488
401	10105	2463
402	10133	2439
403	10158	2413
404	10182	2388
405	10209	2363
406	10254	2343
407	10292	2320
408	10318	2295
409	10353	2272
410	10380	2247
411	10405	2222
412	10430	2197
413	10454	2171
414	10479	2146
415	10503	2120
416	10528	2095
417	10552	2070
418	10581	2045
419	10606	2020
420	10632	1995
421	10658	1970
422	10682	1944
423	10708	1919
424	10732	1893
425	10756	1868
426	10781	1843
427	10807	1818
428	10832	1792
429	10857	1767
430	10882	1742
431	10908	1717
432	10932	1691
433	10957	1666
434	10981	1640
435	11006	1615
436	11032	1590
437	11056	1565
438	11081	1539
439	11106	1514
440	11131	1489
441	11156	1463
442	11180	1438
443	11205	1413
444	11234	1388
445	11259	1363
446	11284	1337
447	11309	1312
448	11333	1287
449	11359	1262
450	11384	1236
451	11408	1211
452	11432	1186
453	11458	1160
454	11482	1135
455	11511	1110
456	11537	1085
457	11563	1060
458	11593	1035
459	11618	1010
460	11643	985
461	11669	959
462	11694	934
463	11719	909
464	11745	884
465	11770	858
466	11795	833
467	11820	808
468	11844	782
469	11870	757
470	11898	732
471	11925	707
472	11951	682
473	11975	656
474	11999	631
475	12023	606
476	12047	580
477	12073	555
478	12097	530
479	12122	505
480	12147	479
481	12172	454
482	12195	429
483	12221	404
484	12248	378
485	12276	353
486	12301	328
487	12329	303
488	12357	277
489	12383	252
490	12410	227
491	12437	202
492	12465	176
493	12492	151
494	12517	126
495	12542	101
496	12569	75
497	12598	50
498	12622	25
499	12647	0
