iter	Passed	Remaining
353	8800	3629
354	8827	3605
355	8855	3582
356	8881	3557
357	8906	3532
358	8931	3507
359	8955	3482
360	8980	3457
361	9004	3432
362	9030	3408
363	9055	3383
364	9080	3358
365	9106	3334
366	9130	3308
367	9155	3284
368	9181	3259
369	9206	3234
370	9230	3209
371	9248	3182
372	9272	3157
373	9297	3132
374	9320	3106
375	9345	3081
376	9370	3057
377	9394	3032
378	9418	3006
379	9442	2981
380	9466	2956
381	9489	2931
382	9515	2906
383	9540	2882
384	9566	2857
385	9590	2832
386	9616	2807
387	9640	2782
388	9668	2758
389	9692	2733
390	9712	2707
391	9737	2682
392	9761	2657
393	9786	2632
394	9812	2608
395	9837	2583
396	9862	2558
397	9888	2534
398	9914	2509
399	9941	2485
400	9967	2460
401	9993	2436
402	10019	2411
403	10044	2386
404	10069	2361
405	10093	2336
406	10120	2312
407	10147	2288
408	10168	2262
409	10192	2237
410	10217	2212
411	10241	2187
412	10266	2162
413	10290	2137
414	10314	2112
415	10339	2087
416	10359	2062
417	10386	2037
418	10411	2012
419	10438	1988
420	10462	1963
421	10485	1938
422	10510	1913
423	10537	1888
424	10561	1863
425	10585	1838
426	10608	1813
427	10633	1788
428	10658	1763
429	10683	1739
430	10708	1714
431	10732	1689
432	10756	1664
433	10781	1639
434	10807	1614
435	10831	1589
436	10857	1565
437	10882	1540
438	10908	1515
439	10932	1490
440	10957	1465
441	10981	1441
442	11011	1416
443	11039	1392
444	11064	1367
445	11088	1342
446	11115	1317
447	11141	1293
448	11166	1268
449	11191	1243
450	11216	1218
451	11242	1193
452	11266	1168
453	11291	1144
454	11317	1119
455	11340	1094
456	11367	1069
457	11391	1044
458	11417	1019
459	11440	994
460	11465	969
461	11491	945
462	11516	920
463	11539	895
464	11564	870
465	11589	845
466	11613	820
467	11637	795
468	11661	770
469	11687	745
470	11712	721
471	11737	696
472	11770	671
473	11809	647
474	11844	623
475	11875	598
476	11900	573
477	11924	548
478	11949	523
479	11973	498
480	12024	474
481	12048	449
482	12073	424
483	12097	399
484	12125	375
485	12150	350
486	12175	325
487	12198	299
488	12223	274
489	12248	249
490	12272	224
491	12296	199
492	12319	174
493	12344	149
494	12369	124
495	12395	99
496	12420	74
497	12445	49
498	12470	24
499	12495	0
