iter	RMSE
224	2.769631559
225	2.765395737
226	2.763234635
227	2.75274758
228	2.749700397
229	2.745982969
230	2.734425286
231	2.734207599
232	2.73090508
233	2.723802772
234	2.721141465
235	2.714976655
236	2.707865762
237	2.703613172
238	2.695921075
239	2.695717083
240	2.695489757
241	2.691754565
242	2.687930904
243	2.676994592
244	2.674434452
245	2.660587698
246	2.652802125
247	2.64392558
248	2.643748939
249	2.643575037
250	2.63835478
251	2.634086811
252	2.626355846
253	2.624146526
254	2.618557091
255	2.614443644
256	2.605115992
257	2.602631406
258	2.59867269
259	2.588530506
260	2.583299071
261	2.582082865
262	2.581934109
263	2.577944676
264	2.573620965
265	2.569116468
266	2.560502792
267	2.549907912
268	2.543771283
269	2.534195609
270	2.530311935
271	2.527728164
272	2.523384559
273	2.517603392
274	2.517467602
275	2.517333876
276	2.517202181
277	2.509969718
278	2.503092962
279	2.49579932
280	2.493383081
281	2.490677422
282	2.48606738
283	2.482684554
284	2.479223802
285	2.476248079
286	2.469597315
287	2.465985516
288	2.462935923
289	2.457263326
290	2.454680252
291	2.450230439
292	2.448052637
293	2.447938941
294	2.444928799
295	2.438632206
296	2.429739075
297	2.42711344
298	2.427005233
299	2.422524306
300	2.419913905
301	2.419810228
302	2.417742014
303	2.413678617
304	2.410676224
305	2.407526053
306	2.403411714
307	2.400709307
308	2.398143123
309	2.39457447
310	2.392623078
311	2.388907828
312	2.386848389
313	2.380453003
314	2.377983082
315	2.375056949
316	2.372047727
317	2.371948147
318	2.371860848
319	2.370004175
320	2.367024565
321	2.365339183
322	2.363080833
323	2.360468112
324	2.358016624
325	2.352748181
326	2.351043782
327	2.347892071
328	2.345394208
329	2.333451547
330	2.331310993
331	2.328729918
332	2.323090079
333	2.320381498
334	2.318597551
335	2.314680189
336	2.312663152
337	2.311475117
338	2.306783336
339	2.302382222
340	2.300641946
341	2.298287759
342	2.296669068
343	2.294494902
344	2.292513678
345	2.291153104
346	2.289458295
347	2.284605361
348	2.280674076
349	2.275365035
350	2.272288717
351	2.268631914
352	2.266253124
353	2.261632168
354	2.257109251
355	2.2547374
356	2.253569402
357	2.250477216
358	2.244568912
359	2.244340595
360	2.243572351
361	2.239141451
362	2.236733325
363	2.235048631
364	2.229466064
365	2.227422048
366	2.226890433
367	2.226675915
368	2.223733188
369	2.221880363
370	2.219961432
371	2.218837035
372	2.21489136
373	2.213472713
374	2.209942758
375	2.209688563
376	2.208963725
377	2.207001282
378	2.202514365
379	2.200883908
380	2.200680971
381	2.200108091
382	2.196922919
383	2.190958863
384	2.189407046
385	2.18579788
386	2.180121138
387	2.174963396
388	2.172378425
389	2.169296148
390	2.168599918
391	2.163277382
392	2.16202368
393	2.15832014
394	2.156677455
395	2.15424002
396	2.152451531
397	2.150859224
398	2.149187927
399	2.14661022
400	2.142887097
401	2.141516723
402	2.14120911
403	2.139185551
404	2.136900853
405	2.132955099
406	2.129385603
407	2.12921713
408	2.129057373
409	2.125349641
410	2.122652681
411	2.119406289
412	2.117701328
413	2.117509634
414	2.114133899
415	2.112406989
416	2.112019242
417	2.105963532
418	2.104065874
419	2.102305475
420	2.098833362
421	2.097686472
422	2.095005314
423	2.092237232
424	2.090716139
425	2.088154254
426	2.08654997
427	2.083547947
428	2.083264628
429	2.083004379
430	2.081182884
431	2.081048444
432	2.078465223
433	2.076205667
434	2.074892697
435	2.074658339
436	2.072974295
437	2.069640574
438	2.066526314
439	2.06238984
440	2.055963864
441	2.054849682
442	2.05203745
443	2.049960892
444	2.047486851
445	2.041388184
446	2.040155216
447	2.039602856
448	2.037393536
449	2.030686798
450	2.028364985
451	2.025266534
452	2.024444378
453	2.019579087
454	2.018005407
455	2.016418329
456	2.011851941
457	2.009271218
458	2.005345962
459	2.003295524
460	2.001448266
461	2.000392298
462	1.996140821
463	1.990826205
464	1.988513667
465	1.986550038
466	1.98430901
467	1.980161242
468	1.978957331
469	1.977108415
470	1.976975984
471	1.976547412
472	1.974642622
473	1.970720682
474	1.96938228
475	1.968481425
476	1.964694894
477	1.963249944
478	1.96109927
479	1.959962661
480	1.958193228
481	1.954514463
482	1.953396524
483	1.951673182
484	1.950433406
485	1.947974321
486	1.945422174
487	1.945362612
488	1.942871638
489	1.941227775
490	1.937957719
491	1.93573945
492	1.932772578
493	1.925557825
494	1.923985024
495	1.923056037
496	1.920565066
497	1.918036544
498	1.912486718
499	1.910808431
