iter	Passed	Remaining
159	4056	8619
160	4081	8593
161	4106	8568
162	4135	8549
163	4160	8523
164	4183	8494
165	4210	8471
166	4234	8442
167	4258	8416
168	4283	8389
169	4307	8361
170	4333	8336
171	4360	8314
172	4384	8287
173	4408	8259
174	4434	8236
175	4461	8212
176	4486	8187
177	4539	8212
178	4568	8191
179	4595	8170
180	4629	8159
181	4657	8137
182	4681	8108
183	4706	8083
184	4733	8060
185	4759	8035
186	4784	8008
187	4809	7981
188	4834	7954
189	4861	7931
190	4886	7905
191	4912	7880
192	4938	7855
193	4962	7827
194	4987	7801
195	5000	7755
196	5025	7729
197	5049	7701
198	5074	7675
199	5097	7646
200	5125	7624
201	5155	7606
202	5167	7560
203	5192	7534
204	5216	7507
205	5242	7481
206	5265	7453
207	5292	7429
208	5317	7403
209	5342	7378
210	5368	7352
211	5391	7323
212	5415	7296
213	5440	7271
214	5464	7243
215	5490	7219
216	5514	7191
217	5541	7168
218	5566	7142
219	5592	7118
220	5618	7092
221	5645	7069
222	5671	7044
223	5696	7018
224	5721	6993
225	5746	6967
226	5772	6942
227	5786	6902
228	5810	6876
229	5835	6850
230	5849	6812
231	5877	6790
232	5903	6765
233	5916	6725
234	5943	6702
235	5968	6677
236	5992	6650
237	6016	6623
238	6040	6596
239	6063	6569
240	6089	6543
241	6113	6517
242	6139	6493
243	6167	6470
244	6195	6448
245	6221	6423
246	6230	6381
247	6254	6355
248	6279	6329
249	6305	6305
250	6334	6283
251	6359	6258
252	6387	6235
253	6412	6210
254	6438	6185
255	6465	6162
256	6490	6136
257	6517	6113
258	6541	6087
259	6556	6052
260	6582	6027
261	6606	6000
262	6631	5976
263	6639	5935
264	6664	5910
265	6678	5874
266	6704	5850
267	6730	5826
268	6755	5801
269	6780	5775
270	6806	5751
271	6818	5715
272	6842	5689
273	6873	5669
274	6898	5644
275	6922	5618
276	6942	5589
277	6967	5563
278	6992	5538
279	7016	5512
280	7025	5475
281	7033	5437
282	7058	5412
283	7084	5388
284	7108	5362
285	7134	5338
286	7159	5313
287	7184	5288
288	7208	5263
289	7217	5226
290	7241	5201
291	7291	5194
292	7302	5159
293	7329	5135
294	7353	5110
295	7362	5074
296	7387	5049
297	7411	5023
298	7419	4987
299	7447	4965
300	7471	4939
301	7497	4915
302	7523	4891
303	7532	4856
304	7553	4828
305	7578	4804
306	7602	4779
307	7628	4755
308	7652	4730
309	7678	4705
310	7702	4680
311	7727	4656
312	7751	4631
313	7778	4607
314	7818	4591
315	7853	4572
316	7880	4549
317	7903	4523
318	7929	4498
319	7938	4465
320	7961	4439
321	7986	4414
322	8011	4390
323	8036	4365
324	8060	4340
325	8085	4315
326	8111	4291
327	8135	4266
328	8159	4241
329	8184	4216
330	8209	4191
331	8235	4167
332	8259	4142
333	8284	4117
334	8308	4092
335	8334	4067
336	8359	4043
337	8396	4024
338	8423	4000
339	8432	3968
340	8456	3943
341	8481	3918
342	8507	3893
343	8533	3869
344	8560	3846
345	8586	3821
346	8609	3796
347	8634	3771
348	8661	3747
349	8688	3723
350	8712	3698
351	8737	3673
352	8762	3648
353	8787	3624
354	8810	3598
355	8838	3575
356	8867	3552
357	8891	3526
358	8917	3502
359	8943	3478
360	8968	3453
361	8992	3428
362	9018	3403
363	9042	3378
364	9067	3353
365	9092	3328
366	9118	3304
367	9142	3279
368	9168	3254
369	9193	3230
370	9219	3205
371	9243	3180
372	9268	3155
373	9293	3131
374	9318	3106
375	9345	3081
376	9370	3057
377	9395	3032
378	9421	3007
379	9446	2983
380	9470	2958
381	9495	2933
382	9519	2908
383	9545	2883
384	9569	2858
385	9595	2833
386	9620	2809
387	9645	2784
388	9673	2760
389	9698	2735
390	9722	2710
391	9749	2685
392	9773	2661
393	9799	2636
394	9824	2611
395	9854	2587
396	9878	2562
397	9902	2537
398	9926	2512
399	9950	2487
400	9975	2462
401	10002	2438
402	10027	2413
403	10051	2388
404	10076	2363
405	10098	2338
406	10126	2313
407	10150	2288
408	10176	2264
409	10200	2239
410	10224	2213
411	10248	2189
412	10273	2164
413	10300	2139
414	10324	2114
415	10350	2089
416	10374	2064
417	10399	2040
418	10423	2014
419	10448	1990
420	10472	1965
421	10497	1940
422	10522	1915
423	10547	1890
424	10572	1865
425	10596	1840
426	10621	1815
427	10647	1791
428	10674	1766
429	10698	1741
430	10723	1716
431	10747	1691
432	10775	1667
433	10800	1642
434	10829	1618
435	10856	1593
436	10881	1568
437	10905	1543
438	10929	1518
439	10953	1493
440	10979	1468
441	11003	1443
442	11028	1419
443	11054	1394
444	11080	1369
445	11104	1344
446	11128	1319
447	11153	1294
448	11177	1269
449	11202	1244
450	11227	1219
451	11250	1194
452	11276	1169
453	11299	1144
454	11324	1119
455	11347	1094
456	11372	1070
457	11399	1045
458	11424	1020
459	11447	995
460	11473	970
461	11497	945
462	11524	920
463	11548	896
464	11573	871
465	11598	846
466	11623	821
467	11648	796
468	11674	771
469	11698	746
470	11721	721
471	11746	696
472	11771	671
473	11796	647
474	11824	622
475	11852	597
476	11876	572
477	11901	547
478	11924	522
479	11949	497
480	11973	472
481	11997	448
482	12021	423
483	12046	398
484	12070	373
485	12094	348
486	12120	323
487	12144	298
488	12169	273
489	12195	248
490	12221	224
491	12245	199
492	12271	174
493	12295	149
494	12316	124
495	12341	99
496	12366	74
497	12391	49
498	12416	24
499	12440	0
