iter	RMSE
214	2.79961371
215	2.789004438
216	2.785421943
217	2.776976577
218	2.767337771
219	2.759425667
220	2.75527309
221	2.742865566
222	2.736905893
223	2.725959223
224	2.715416723
225	2.709617672
226	2.706369854
227	2.70613588
228	2.703260248
229	2.70113312
230	2.70091807
231	2.676708234
232	2.667939466
233	2.667401705
234	2.660078042
235	2.65509519
236	2.652133267
237	2.649705859
238	2.645118521
239	2.642645492
240	2.634487251
241	2.633324415
242	2.630566472
243	2.626919841
244	2.625013777
245	2.621539193
246	2.621302799
247	2.618187111
248	2.614687762
249	2.608466317
250	2.601083678
251	2.597187869
252	2.594406573
253	2.592920858
254	2.591432985
255	2.583108687
256	2.578739316
257	2.573204379
258	2.567295606
259	2.56713276
260	2.565451864
261	2.563423932
262	2.559186004
263	2.559033208
264	2.551502985
265	2.551354378
266	2.547892908
267	2.544633365
268	2.543611611
269	2.540303751
270	2.53615998
271	2.536005626
272	2.53391452
273	2.527666959
274	2.517616443
275	2.515606727
276	2.515039775
277	2.51103885
278	2.50648465
279	2.497061121
280	2.496932205
281	2.496805233
282	2.490313458
283	2.488389608
284	2.487844911
285	2.482374148
286	2.480243739
287	2.477423809
288	2.467350541
289	2.467232085
290	2.46169379
291	2.451425997
292	2.451311878
293	2.44629852
294	2.445405409
295	2.445296088
296	2.440885453
297	2.437193978
298	2.437090195
299	2.431771023
300	2.42969243
301	2.424876835
302	2.422828903
303	2.422730941
304	2.422252827
305	2.420363594
306	2.415420232
307	2.414217109
308	2.408653658
309	2.404066807
310	2.399465129
311	2.399009199
312	2.395137173
313	2.391262612
314	2.386118823
315	2.382421545
316	2.378729679
317	2.371746585
318	2.366102192
319	2.366018706
320	2.363219097
321	2.361007513
322	2.356229118
323	2.352268389
324	2.34929132
325	2.347471423
326	2.344088533
327	2.340543752
328	2.335362283
329	2.330490498
330	2.321171174
331	2.315407226
332	2.312177154
333	2.307318161
334	2.302621142
335	2.299052382
336	2.293097648
337	2.290152762
338	2.288558071
339	2.288487573
340	2.285771483
341	2.282296096
342	2.279719001
343	2.276966728
344	2.273644302
345	2.267174267
346	2.264779625
347	2.263359135
348	2.257926253
349	2.255214453
350	2.253791096
351	2.251695786
352	2.248302676
353	2.245962338
354	2.24490022
355	2.239655879
356	2.237178602
357	2.231683448
358	2.229262508
359	2.22485438
360	2.222283298
361	2.217965578
362	2.214834028
363	2.212405668
364	2.209311648
365	2.207937559
366	2.205756807
367	2.201483152
368	2.201005612
369	2.197438998
370	2.193811786
371	2.191202877
372	2.186978749
373	2.185677698
374	2.180754823
375	2.177853412
376	2.173496461
377	2.171299676
378	2.167164885
379	2.166335862
380	2.163482264
381	2.158811894
382	2.157378879
383	2.155267281
384	2.153053739
385	2.150951603
386	2.150478263
387	2.150041918
388	2.146826376
389	2.146131063
390	2.14321608
391	2.141747197
392	2.139355477
393	2.135512509
394	2.133603242
395	2.127795526
396	2.125019789
397	2.11708749
398	2.116687333
399	2.112887869
400	2.109133338
401	2.104232888
402	2.103013778
403	2.100059448
404	2.09726393
405	2.09477152
406	2.094430278
407	2.094069657
408	2.09209168
409	2.088642951
410	2.085242758
411	2.08026795
412	2.078580946
413	2.077618667
414	2.075465472
415	2.075106113
416	2.074744375
417	2.069797235
418	2.069494419
419	2.068040713
420	2.066122746
421	2.061404761
422	2.057971806
423	2.057646737
424	2.05485915
425	2.050396804
426	2.048656621
427	2.047732362
428	2.044519795
429	2.037445899
430	2.037169784
431	2.036266556
432	2.035719622
433	2.028890887
434	2.026450829
435	2.023862958
436	2.019888533
437	2.018394361
438	2.015917869
439	2.012135086
440	2.008596912
441	2.006154153
442	2.002968218
443	2.00184923
444	1.999683462
445	1.996576857
446	1.992998441
447	1.991613446
448	1.989080877
449	1.988568512
450	1.988069291
451	1.987581671
452	1.986578019
453	1.9861019
454	1.984361482
455	1.983900535
456	1.982346172
457	1.980135937
458	1.976564856
459	1.976347184
460	1.972222848
461	1.970718203
462	1.966513419
463	1.964125371
464	1.963633704
465	1.961619577
466	1.958827528
467	1.957545553
468	1.951366566
469	1.949498614
470	1.946677625
471	1.944287783
472	1.943049523
473	1.942620531
474	1.940851054
475	1.94038371
476	1.938579595
477	1.932760543
478	1.927200518
479	1.926556648
480	1.92615098
481	1.921293668
482	1.919861433
483	1.917992627
484	1.917602988
485	1.912305786
486	1.907792376
487	1.907409974
488	1.905256394
489	1.902960396
490	1.902588559
491	1.900618883
492	1.89895113
493	1.896768663
494	1.89628354
495	1.894250306
496	1.89388903
497	1.890142853
498	1.889002039
499	1.888650283
